run_id,commit_sha,commit_timestamp,deploy_timestamp,status
19236107935,aac781efbb80cfc0c355d8dd9db1ca691a488a55,2025-11-10T20:35:09+05:30,2025-11-10T15:05:34Z,success
19236774627,9022e35af9eb4956254a171cc720cdf605950955,2025-11-10T20:56:30+05:30,2025-11-10T15:27:37Z,success
19237062882,e9ebc0a610da2d645abe5601fbf9327868aa78fc,2025-11-10T21:05:16+05:30,2025-11-10T15:37:24Z,success
19237189552,91ac3b6537839402f4fd8f47fd7ccb0461336ba9,2025-11-10T21:10:46+05:30,2025-11-10T15:41:32Z,success
